employee_id,first_name,middle_name,last_name,preferred_name,email,phone,mobile_phone,date_of_birth,age,gender,race,ethnicity,veteran_status,disability_status,marital_status,hire_date,original_hire_date,tenure_years,tenure_months,employment_status,employment_type,job_title,job_code,job_family,job_sub_family,job_function,job_level,salary,hourly_rate,pay_frequency,pay_type,pay_grade,currency,fte,standard_hours,overtime_eligible,department,division,business_unit,cost_center,location,city,state,country,country_code,zip_code,office,work_location_type,remote_status,manager_id,manager_name,manager_email,reports_count,span_of_control,org_level,dotted_line_manager_id,performance_rating,performance_score,last_review_date,next_review_date,promotion_eligible,flight_risk,regrettable_loss_risk,skill_level,benefits_status,pto_balance,sick_balance,leave_accrual_rate,insurance_plan,retirement_plan,401k_contribution_pct,work_authorization,visa_type,visa_expiration,i9_status,background_check_status,drug_test_status,employee_number,badge_id,start_date,termination_date,termination_reason,rehire_eligible,last_promotion_date,time_in_role_months,previous_title,education_level
E300076,Mary,,Davis,Mary,mary.davis@financecorp.com,(367) 935-5932,(459) 998-5566,1982-10-18,36,Male,Hispanic,Not Hispanic,Not a Veteran,No,Married,2018-02-21,2018-02-21,7,97,Active,Full-time,Wealth Advisor,FIN2034,Finance,Accounting,Wealth,M2,97247,46.75,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-915,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300003,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,3,2026-01-07,2026-04-10,No,High,Medium,Advanced,Enrolled,78,40,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300076,BADGE3076,2018-02-21,,,Yes,2021-09-02,97,Analyst,Master's
E300077,James,,Anderson,James,james.anderson@financecorp.com,(295) 511-8921,(255) 997-3472,1993-08-10,32,Male,Asian,Not Hispanic,Not a Veteran,No,Single,2019-11-21,2019-11-21,6,75,Active,Full-time,Client Services Rep,FIN5943,Finance,Accounting,Client,E1,63394,30.48,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-597,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,Hybrid,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Needs Improvement,3,2025-07-21,2026-07-09,No,High,Low,Intermediate,Enrolled,162,55,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300077,BADGE3077,2019-11-21,,,Yes,2021-02-10,6,Associate,PhD
E300078,Robert,,Johnson,Robert,robert.johnson@financecorp.com,(338) 418-1129,(695) 897-2311,1995-02-18,47,Female,White,Hispanic,Not a Veteran,No,Married,2023-07-17,2023-07-17,2,31,Active,Full-time,Relationship Manager,FIN4849,Finance,Accounting,Relationship,M2,77169,37.1,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-790,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300006,Richard Thompson,richard.thompson@financecorp.com,3,9,4,,Exceeds Expectations,5,2025-07-29,2026-05-04,No,Low,Medium,Expert,Enrolled,123,54,7.33 hours per pay period,HDHP Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300078,BADGE3078,2023-07-17,,,Yes,,24,,MBA
E300079,James,C,Davis,James,james.davis@financecorp.com,(283) 629-8901,(799) 389-7508,1996-03-03,58,Female,White,Hispanic,Not a Veteran,No,Married,2019-09-05,2019-09-05,6,78,Active,Full-time,Controller,FIN3812,Finance,Accounting,Controller,E1,82337,39.59,Biweekly,Salary,G11,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-987,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,3,2025-06-09,2026-05-29,Yes,Low,Medium,Expert,Enrolled,166,46,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300079,BADGE3079,2019-09-05,,,Yes,2021-05-20,41,Associate,Master's
E300080,Patricia,,Thomas,Patricia,patricia.thomas@financecorp.com,(644) 962-8783,(889) 374-6465,1983-12-14,42,Female,Asian,Not Hispanic,Not a Veteran,No,Divorced,2020-10-07,2020-10-07,5,65,Active,Full-time,Wealth Advisor,FIN9084,Finance,Accounting,Wealth,IC1,107179,51.53,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-482,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,Hybrid,E300010,Richard Thompson,richard.thompson@financecorp.com,0,0,8,,Exceeds Expectations,5,2025-12-26,2026-07-05,Yes,Medium,High,Expert,Enrolled,161,67,7.33 hours per pay period,PPO Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300080,BADGE3080,2020-10-07,,,Yes,2021-12-15,40,,PhD
E300081,Linda,,Johnson,Linda,linda.johnson@financecorp.com,(962) 462-8743,(663) 584-7353,1978-04-11,31,Male,Hispanic,Not Hispanic,Not a Veteran,No,Divorced,2021-08-03,2021-08-03,4,55,Active,Full-time,VP Finance,FIN6515,Finance,Accounting,VP,E1,222992,107.21,Biweekly,Salary,G9,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-163,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,3,0,3,,Exceeds Expectations,2,2025-07-24,2026-07-20,Yes,Medium,Medium,Expert,Enrolled,82,42,7.33 hours per pay period,PPO Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300081,BADGE3081,2021-08-03,,,Yes,2023-10-28,13,Analyst,Bachelor's
E300082,Patricia,,Thomas,Patricia,patricia.thomas@financecorp.com,(634) 790-1377,(410) 648-2581,2000-01-22,50,Female,Asian,Not Hispanic,Not a Veteran,No,Single,2023-08-21,2023-08-21,2,30,Active,Full-time,Relationship Manager,FIN4752,Finance,Accounting,Relationship,M1,82691,39.76,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-584,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,3,8,4,,Meets Expectations,3,2025-04-09,2026-03-24,No,Low,Low,Expert,Enrolled,187,65,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300082,BADGE3082,2023-08-21,,,Yes,,7,,MBA
E300083,Jennifer,,Thomas,Jennifer,jennifer.thomas@financecorp.com,(567) 413-3332,(910) 433-7904,1991-07-22,46,Male,Hispanic,Hispanic,Not a Veteran,No,Married,2023-08-31,2023-08-31,2,29,Active,Full-time,Credit Analyst,FIN1450,Finance,Investment Banking,Credit,IC3,83945,40.36,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-736,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,Hybrid,E300017,Richard Thompson,richard.thompson@financecorp.com,0,0,6,,Meets Expectations,5,2025-03-15,2026-05-19,No,High,Low,Advanced,Enrolled,145,72,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300083,BADGE3083,2023-08-31,,,Yes,,24,,Bachelor's
E300084,Michael,,Davis,Michael,michael.davis@financecorp.com,(945) 390-1923,(488) 415-5431,1994-12-30,38,Female,White,Not Hispanic,Not a Veteran,No,Single,2023-01-27,2023-01-27,3,37,Active,Full-time,Credit Analyst,FIN9390,Finance,Investment Banking,Credit,IC4,66112,31.78,Biweekly,Salary,G6,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-567,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300012,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,2,2025-12-18,2026-05-12,No,Low,Medium,Intermediate,Enrolled,140,65,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300084,BADGE3084,2023-01-27,,,Yes,2024-02-18,8,,MBA
E300085,James,,Smith,James,james.smith@financecorp.com,(964) 808-3233,(825) 976-5398,2000-01-25,26,Female,Hispanic,Hispanic,Not a Veteran,No,Single,2020-01-06,2020-01-06,6,74,Active,Full-time,Tax Specialist,FIN5652,Finance,Accounting,Tax,M1,63098,30.34,Biweekly,Salary,G9,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-768,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,Hybrid,E300011,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Meets Expectations,4,2025-11-21,2026-05-29,Yes,High,High,Intermediate,Enrolled,185,51,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300085,BADGE3085,2020-01-06,,,Yes,2021-02-17,24,Associate,MBA
E300086,James,,Johnson,James,james.johnson@financecorp.com,(422) 696-5864,(485) 478-8829,1985-09-10,50,Male,Hispanic,Hispanic,Not a Veteran,No,Married,2021-09-19,2021-09-19,4,53,Active,Full-time,Compliance Officer,FIN2481,Finance,Accounting,Compliance,M2,91300,43.89,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-488,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300024,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Needs Improvement,3,2025-04-26,2026-06-30,Yes,High,High,Expert,Enrolled,149,49,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300086,BADGE3086,2021-09-19,,,Yes,2023-12-04,22,Analyst,MBA
E300087,Jennifer,C,Thomas,Jennifer,jennifer.thomas@financecorp.com,(876) 268-2251,(325) 811-6218,1995-04-01,37,Female,Hispanic,Not Hispanic,Not a Veteran,No,Single,2022-04-12,2022-04-12,3,46,Active,Full-time,Wealth Advisor,FIN2667,Finance,Accounting,Wealth,IC4,106345,51.13,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-451,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300007,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,3,2025-04-04,2026-05-28,No,Low,Low,Intermediate,Enrolled,89,73,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300087,BADGE3087,2022-04-12,,,Yes,2026-02-11,42,,Bachelor's
E300088,Patricia,M,Johnson,Patricia,patricia.johnson@financecorp.com,(256) 880-3535,(714) 938-8478,1989-07-09,41,Male,Asian,Not Hispanic,Not a Veteran,No,Married,2018-01-03,2018-01-03,8,98,Active,Full-time,Compliance Officer,FIN9594,Finance,Accounting,Compliance,M1,66263,31.86,Biweekly,Salary,G11,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-926,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300021,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Exceeds Expectations,2,2025-09-07,2026-04-18,Yes,Low,Low,Intermediate,Enrolled,87,64,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300088,BADGE3088,2018-01-03,,,Yes,2019-11-09,45,Analyst,Bachelor's
E300089,William,C,Thomas,William,william.thomas@financecorp.com,(977) 924-2412,(542) 200-2188,1980-08-06,58,Male,Black,Not Hispanic,Not a Veteran,No,Single,2016-07-26,2016-07-26,9,116,Active,Full-time,Client Services Rep,FIN9691,Finance,Accounting,Client,IC5,100030,48.09,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-522,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Meets Expectations,3,2025-11-07,2026-03-16,No,Low,Medium,Intermediate,Enrolled,80,36,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300089,BADGE3089,2016-07-26,,,Yes,2019-11-02,22,,Bachelor's
E300090,Patricia,J,Johnson,Patricia,patricia.johnson@financecorp.com,(764) 326-1627,(591) 529-4358,1995-04-11,37,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2022-06-11,2022-06-11,3,44,Active,Full-time,Portfolio Manager,FIN8058,Finance,Accounting,Portfolio,IC2,154836,74.44,Biweekly,Salary,G9,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-902,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,Hybrid,E300024,Richard Thompson,richard.thompson@financecorp.com,3,4,6,,Meets Expectations,5,2025-10-19,2026-03-16,No,Medium,Medium,Advanced,Enrolled,187,46,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300090,BADGE3090,2022-06-11,,,Yes,2025-01-13,13,,PhD
E300091,William,,Thomas,William,william.thomas@financecorp.com,(826) 628-1025,(359) 690-7993,1987-04-17,46,Female,White,Not Hispanic,Not a Veteran,No,Divorced,2022-06-16,2022-06-16,3,44,Active,Full-time,Risk Analyst,FIN2351,Finance,Investment Banking,Risk,IC5,98924,47.56,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-892,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300021,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Needs Improvement,4,2025-04-05,2026-06-08,No,High,Medium,Expert,Enrolled,195,31,7.33 hours per pay period,HDHP Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300091,BADGE3091,2022-06-16,,,Yes,2024-03-07,22,,Master's
E300092,Elizabeth,A,Brown,Elizabeth,elizabeth.brown@financecorp.com,(577) 447-3852,(465) 558-9785,1992-06-17,35,Male,Hispanic,Not Hispanic,Not a Veteran,No,Married,2022-07-14,2022-07-14,3,43,Active,Full-time,Wealth Advisor,FIN3907,Finance,Accounting,Wealth,IC1,108115,51.98,Biweekly,Salary,G6,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-165,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,Hybrid,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,5,2025-04-21,2026-07-21,Yes,Medium,Medium,Advanced,Enrolled,92,47,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300092,BADGE3092,2022-07-14,,,Yes,2025-12-01,43,,PhD
E300093,James,,Jones,James,james.jones@financecorp.com,(439) 933-6783,(665) 614-3999,2000-10-15,32,Female,White,Not Hispanic,Not a Veteran,No,Divorced,2025-12-08,2025-12-08,0,2,Active,Full-time,Equity Research Analyst,FIN5416,Finance,Investment Banking,Equity,M1,67151,32.28,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-702,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300004,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Needs Improvement,3,2025-05-25,2026-08-11,Yes,Medium,Medium,Advanced,Enrolled,163,63,7.33 hours per pay period,PPO Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300093,BADGE3093,2025-12-08,,,Yes,,2,,Master's
E300094,Jennifer,,Williams,Jennifer,jennifer.williams@financecorp.com,(404) 849-8488,(898) 521-8956,1979-02-09,33,Male,White,Not Hispanic,Not a Veteran,No,Married,2023-07-10,2023-07-10,2,31,Active,Full-time,Portfolio Manager,FIN5231,Finance,Accounting,Portfolio,E1,153478,73.79,Biweekly,Salary,G10,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-898,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300002,Richard Thompson,richard.thompson@financecorp.com,1,6,3,,Meets Expectations,4,2025-06-23,2026-04-21,Yes,Low,Medium,Intermediate,Enrolled,181,61,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300094,BADGE3094,2023-07-10,,,Yes,,10,,Bachelor's
E300095,Robert,,Anderson,Robert,robert.anderson@financecorp.com,(847) 952-3340,(472) 487-7301,1991-03-20,53,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2017-08-19,2017-08-19,8,103,Active,Full-time,Credit Analyst,FIN5011,Finance,Investment Banking,Credit,IC5,102729,49.39,Biweekly,Salary,G7,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-420,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300006,Richard Thompson,richard.thompson@financecorp.com,0,0,6,,Meets Expectations,4,2025-12-23,2026-08-04,Yes,High,Low,Intermediate,Enrolled,130,52,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300095,BADGE3095,2017-08-19,,,Yes,2018-08-21,49,Associate,Bachelor's
E300096,Michael,,Miller,Michael,michael.miller@financecorp.com,(959) 214-8031,(425) 836-1155,1996-04-24,56,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2021-08-10,2021-08-10,4,54,Active,Full-time,Treasury Analyst,FIN5445,Finance,Investment Banking,Treasury,IC1,106396,51.15,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-341,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,8,,Meets Expectations,2,2025-10-29,2026-07-04,Yes,High,High,Intermediate,Enrolled,60,59,7.33 hours per pay period,HDHP Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300096,BADGE3096,2021-08-10,,,Yes,2023-07-28,48,,Bachelor's
E300097,Patricia,,Miller,Patricia,patricia.miller@financecorp.com,(981) 697-9783,(494) 621-9753,1983-05-08,47,Female,Asian,Not Hispanic,Not a Veteran,No,Married,2024-07-17,2024-07-17,1,19,Active,Full-time,Investment Banker,FIN7900,Finance,Investment Banking,Investment,E1,183398,88.17,Biweekly,Salary,G7,USD,1.0,40,No,Investment Banking,Corporate Finance,Investment Services,CC-FIN-960,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300020,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,5,2025-05-21,2026-04-02,Yes,Low,High,Expert,Enrolled,98,35,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300097,BADGE3097,2024-07-17,,,Yes,,11,,Master's
E300098,Jennifer,,Davis,Jennifer,jennifer.davis@financecorp.com,(870) 927-9811,(341) 840-8313,1978-09-21,30,Male,Black,Hispanic,Not a Veteran,No,Married,2022-07-07,2022-07-07,3,43,Active,Full-time,Financial Analyst,FIN6065,Finance,Investment Banking,Financial,IC2,72599,34.9,Biweekly,Salary,G10,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-989,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,3,,Exceeds Expectations,2,2025-09-20,2026-07-20,Yes,Low,High,Advanced,Enrolled,155,58,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300098,BADGE3098,2022-07-07,,,Yes,2026-06-11,24,,Bachelor's
E300099,John,,Wilson,John,john.wilson@financecorp.com,(741) 379-4617,(866) 470-9866,1993-05-04,42,Female,Asian,Hispanic,Not a Veteran,No,Single,2021-02-19,2021-02-19,4,60,Active,Full-time,CFO,FIN6078,Finance,Accounting,CFO,IC3,268860,129.26,Biweekly,Salary,G7,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-232,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300003,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,3,2025-03-31,2026-06-20,No,Low,High,Intermediate,Enrolled,153,56,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300099,BADGE3099,2021-02-19,,,Yes,2025-02-02,56,Associate,MBA
E300100,Linda,,Wilson,Linda,linda.wilson@financecorp.com,(359) 571-6998,(871) 914-7468,1988-03-09,56,Male,Asian,Not Hispanic,Not a Veteran,No,Married,2021-07-06,2021-07-06,4,56,Active,Full-time,Client Services Rep,FIN9017,Finance,Accounting,Client,E1,65519,31.5,Biweekly,Salary,G8,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-762,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300008,Richard Thompson,richard.thompson@financecorp.com,0,0,6,,Meets Expectations,4,2025-04-21,2026-07-29,No,Low,Low,Advanced,Enrolled,125,32,7.33 hours per pay period,HDHP Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300100,BADGE3100,2021-07-06,,,Yes,2023-09-24,23,Associate,PhD
E300101,Robert,,Wilson,Robert,robert.wilson@financecorp.com,(817) 424-1640,(382) 448-3993,1994-07-07,28,Female,Black,Hispanic,Not a Veteran,No,Single,2019-07-03,2019-07-03,6,80,Active,Full-time,Portfolio Manager,FIN3054,Finance,Accounting,Portfolio,M2,158128,76.02,Biweekly,Salary,G7,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-425,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300011,Richard Thompson,richard.thompson@financecorp.com,3,5,4,,Exceeds Expectations,3,2025-02-13,2026-06-03,No,Low,High,Advanced,Enrolled,169,40,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300101,BADGE3101,2019-07-03,,,Yes,2023-06-11,16,Analyst,Master's
E300102,Mary,,Davis,Mary,mary.davis@financecorp.com,(923) 322-3430,(697) 926-3787,1986-09-10,42,Female,White,Not Hispanic,Not a Veteran,No,Divorced,2024-11-12,2024-11-12,1,15,Active,Full-time,Senior Accountant,FIN3013,Finance,Accounting,Senior,IC2,66823,32.13,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-740,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Meets Expectations,3,2025-04-09,2026-07-27,Yes,High,Medium,Advanced,Enrolled,109,69,7.33 hours per pay period,PPO Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300102,BADGE3102,2024-11-12,,,Yes,,10,,MBA
E300103,Michael,,Williams,Michael,michael.williams@financecorp.com,(478) 545-5694,(944) 209-5157,1986-06-08,36,Male,Asian,Hispanic,Not a Veteran,No,Single,2023-03-07,2023-03-07,2,35,Active,Full-time,CFO,FIN6266,Finance,Accounting,CFO,IC2,340353,163.63,Biweekly,Salary,G8,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-258,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300014,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Needs Improvement,3,2025-06-20,2026-07-11,Yes,Low,Low,Advanced,Enrolled,81,47,7.33 hours per pay period,HDHP Plan,401k,6,US Citizen,,,Verified,Cleared,Passed,EN300103,BADGE3103,2023-03-07,,,Yes,,31,,Master's
E300104,Mary,,Smith,Mary,mary.smith@financecorp.com,(226) 578-4027,(819) 751-5869,1997-04-27,44,Female,Black,Not Hispanic,Not a Veteran,No,Divorced,2020-06-30,2020-06-30,5,68,Active,Full-time,Risk Analyst,FIN7415,Finance,Investment Banking,Risk,E1,89474,43.02,Biweekly,Salary,G10,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-826,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,On-site,E300007,Richard Thompson,richard.thompson@financecorp.com,0,0,8,,Exceeds Expectations,2,2025-05-04,2026-08-01,Yes,Low,Medium,Advanced,Enrolled,118,43,7.33 hours per pay period,PPO Plan,401k,4,US Citizen,,,Verified,Cleared,Passed,EN300104,BADGE3104,2020-06-30,,,Yes,2024-04-30,27,Associate,Bachelor's
E300105,Robert,,Jones,Robert,robert.jones@financecorp.com,(660) 936-3497,(568) 916-8065,1990-07-22,34,Male,White,Not Hispanic,Not a Veteran,No,Divorced,2021-08-10,2021-08-10,4,54,Active,Full-time,Controller,FIN1615,Finance,Accounting,Controller,M1,101316,48.71,Biweekly,Salary,G9,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-734,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,Hybrid,E300002,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,5,2025-12-14,2026-05-15,Yes,Medium,Medium,Advanced,Enrolled,195,69,7.33 hours per pay period,HDHP Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300105,BADGE3105,2021-08-10,,,Yes,2023-04-12,21,Analyst,PhD
E300106,James,M,Smith,James,james.smith@financecorp.com,(560) 426-5378,(604) 550-6790,1983-08-26,55,Male,Black,Not Hispanic,Not a Veteran,No,Divorced,2016-03-14,2016-03-14,9,120,Active,Full-time,Credit Analyst,FIN6069,Finance,Investment Banking,Credit,IC5,60336,29.01,Biweekly,Salary,G6,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-596,"Chicago, IL",Chicago,IL,United States,USA,60601,Chicago Financial District,Office,On-site,E300005,Richard Thompson,richard.thompson@financecorp.com,0,0,7,,Exceeds Expectations,3,2025-05-25,2026-07-19,Yes,Low,Medium,Intermediate,Enrolled,200,77,7.33 hours per pay period,PPO Plan,401k,10,US Citizen,,,Verified,Cleared,Passed,EN300106,BADGE3106,2016-03-14,,,Yes,2019-04-11,116,Associate,Bachelor's
E300107,Linda,,Williams,Linda,linda.williams@financecorp.com,(999) 213-8853,(823) 823-6688,1977-10-03,27,Male,White,Not Hispanic,Not a Veteran,No,Married,2025-03-19,2025-03-19,0,11,Active,Full-time,Trader,FIN2403,Finance,Accounting,Trader,IC4,90457,43.49,Biweekly,Salary,G12,USD,1.0,40,No,Operations,Corporate Finance,Investment Services,CC-FIN-760,"Boston, MA",Boston,MA,United States,USA,02101,Boston Financial District,Office,Hybrid,E300006,Richard Thompson,richard.thompson@financecorp.com,0,0,4,,Exceeds Expectations,5,2025-02-16,2026-07-26,No,Low,Medium,Intermediate,Enrolled,136,58,7.33 hours per pay period,HDHP Plan,401k,5,US Citizen,,,Verified,Cleared,Passed,EN300107,BADGE3107,2025-03-19,,,Yes,,10,,Master's
E300108,Patricia,,Smith,Patricia,patricia.smith@financecorp.com,(496) 222-8533,(602) 420-2571,1977-04-14,31,Female,Hispanic,Not Hispanic,Not a Veteran,No,Married,2016-07-06,2016-07-06,9,116,Active,Full-time,CFO,FIN6990,Finance,Accounting,CFO,IC5,290173,139.51,Biweekly,Salary,G9,USD,1.0,40,No,Finance,Corporate Finance,Investment Services,CC-FIN-860,"New York, NY",New York,NY,United States,USA,10001,New York Financial District,Office,On-site,E300008,Richard Thompson,richard.thompson@financecorp.com,0,0,5,,Exceeds Expectations,2,2025-09-30,2026-04-29,No,Low,Low,Expert,Enrolled,146,61,7.33 hours per pay period,PPO Plan,401k,8,US Citizen,,,Verified,Cleared,Passed,EN300108,BADGE3108,2016-07-06,,,Yes,2017-12-27,83,Associate,Bachelor's
